"entry","entry href","field-content","field-content 2"
"St Mary's PS [Tempo]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-marys-ps-tempo","28 Edenmore Lane, Tempo, Enniskillen, Co. Fermanagh, BT94 3HU","Primary"
"St Mary's PS NU [Banbridge]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-marys-ps-nu-banbridge","Reilly Street, Banbridge, Co Down, BT32 3DJ","Pre-School"
"St Mary's PS NU [Bellaghy]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-marys-ps-nu-bellaghy","25 Mullaghboy Road, Bellaghy, Magherafelt, Co Londonderry, BT45 8HX","Pre-School"
"St Mary's PS NU [Cushendall]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-marys-ps-nu-cushendall","41 Middlepark Road, Cushendall, Ballymena, Co Antrim, BT44 0SQ","Pre-School"
"St Mary's PS NU [Killyclogher]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-marys-ps-nu-killyclogher","122 Old Mountfield Road, Omagh, Co Tyrone, BT79 7LT","Pre-School"
"St Mary's PS NU [Mullaghbawn]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-marys-ps-nu-mullaghbawn","17 Maphoner Road, Mullaghbawn, Newry, Co Down, BT35 9TP","Pre-School"
"St Mary's PS NU [Newcastle]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-marys-ps-nu-newcastle","31a Elmgrove Park, Newcastle, Co Down, BT33 0BA","Pre-School"
"St Mary's PS NU [Portaferry]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-marys-ps-nu-portaferry","53 Windmill Hill, Portaferry, Co Down, BT22 1RH","Pre-School"
"St Mary's PS NU [Portglenone]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-marys-ps-nu-portglenone","16 Ballymena Road, Portglenone, Ballymena, Co Antrim, BT44 8BL","Pre-School"
"St Mary's PS NU [Strabane]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-marys-ps-nu-strabane","43 Melmount Road, Strabane, Co Tyrone, BT82 9EF","Pre-School"
"St Mary's Star of the Sea PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-marys-star-of-the-sea-ps-belfast","730-760 Shore Road, Belfast, Co. Antrim, BT15 4HL","Primary"
"St Matthew's PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-matthews-ps-belfast","Seaforde Street, Belfast, Co. Antrim, BT5 4EW","Primary"
"St Matthew's PS [Drumsurn]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-matthews-ps-drumsurn","296 Drumsurn Road, Limavady, Co. Londonderry, BT49 0PX","Primary"
"St Matthew's PS [Magheramayo]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-matthews-ps-magheramayo","27 Dolly's Brae, Magheramayo, Ballyward, Co. Down, BT31 9AZ","Primary"
"St Matthew's PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-matthews-ps-nu-belfast","Seaforde Street, Belfast, Co Antrim, BT5 4EW","Pre-School"
"St Michael's College [Enniskillen]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-michaels-college-enniskillen","59 Chanterhill Road, Enniskillen, Co Fermanagh, BT74 6DG","Post-Primary"
"St Michael's PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-michaels-ps-belfast","514 Ravenhill Road, Belfast, Co. Antrim, BT6 0BW","Primary"
"St Michael's PS [Clady]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-michaels-ps-clady","62 Cladymore Road, Clady, Armagh, Co. Armagh, BT60 2EP","Primary"
"St Michael's PS [Dunamanagh]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-michaels-ps-dunamanagh","49 Lisnaragh Road, Dunamanagh, Strabane, Co. Tyrone, BT82 0QN","Primary"
"St Michael's PS [Finnis]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-michaels-ps-finnis","145 Rathfriland Road, Finnis, Dromara, Dromore, Co. Down, BT25 2EE","Primary"
"St Michael's PS [Newtownhamilton]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-michaels-ps-newtownhamilton","86 Dundalk Street, Newtownhamilton, Newry, Co. Down, BT35 0PB","Primary"
"St Michael’s Nursery School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-michaels-nursery-school-belfast","2 Stewartstown Road, Belfast, Co Antrim, BT11 9JP","Pre-School"
"St Moninna's PS [Cloughoge]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-moninnas-ps-cloughoge","81 Chancellors Road, Cloughoge, Newry, Co. Down, BT35 8NG","Primary"
"St Moninna's PS NU [Newry] [Formerly Cloughoge]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-moninnas-ps-nu-newry-formerly-cloughoge","81 Chancellors Road, Newry, Co Down, BT35 8NG","Pre-School"
"St Naile's PS [Kinawley]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-nailes-ps-kinawley","5 Corrameen Road , Kinawley, Enniskillen, Co. Fermanagh, BT92 4BE","Primary"
"St Nicholas' PS [Carrickfergus]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-nicholas-ps-carrickfergus","Minorca Place, Carrickfergus, Co. Antrim, BT38 8AU","Primary"
"St Nicholas' PS, Ardglass","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-nicholas-ps-ardglass","21 Downpatrick Road, Ardglass, Downpatrick, Co. Down, BT30 7SF","Primary"
"St Ninnidh's PS [Derrylin]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-ninnidhs-ps-derrylin","7 Mullyneeny Road, Derrylin, Enniskillen, Co. Fermanagh, BT92 9JZ","Primary"
"St Olcan's PS [Ballymoney]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-olcans-ps-ballymoney","202 Glenshesk Road, Armoy, Ballymoney, Co. Antrim, BT53 8RJ","Primary"
"St Oliver Plunkett Nursery School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-oliver-plunkett-nursery-school-belfast","Glen Road, Belfast, Co Antrim, BT11 8AY","Pre-School"
"St Oliver Plunkett Pre School PG [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-oliver-plunkett-pre-school-pg-belfast","St Oliver Plunkett PS, Glen Road, Belfast, Co Antrim, BT11 8AY","Pre-School"
"St Oliver Plunkett PS [Ballyhegan]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-oliver-plunkett-ps-ballyhegan","Annahugh Park, Ballyhegan, Armagh, Co. Armagh, BT61 8PF","Primary"
"St Oliver Plunkett PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-oliver-plunkett-ps-belfast","Glen Road, Belfast, Co. Antrim, BT11 8AY","Primary"
"St Oliver Plunkett PS [Beragh]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-oliver-plunkett-ps-beragh","9 Laragh Road, Beragh, Omagh, Co. Tyrone, BT79 0TH","Primary"
"St Oliver Plunkett PS [Forkhill]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-oliver-plunkett-ps-forkhill","91 Main Street, Forkhill, Newry, Co. Down, BT35 9SH","Primary"
"St Oliver Plunkett PS [Strathfoyle]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-oliver-plunkett-ps-strathfoyle","28 Parkmore Drive, Strathfoyle, Londonderry, Co. Londonderry, BT47 6XA","Primary"
"St Oliver Plunkett PS NU [Beragh]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-oliver-plunkett-ps-nu-beragh","9 Laragh Road, Beragh, Omagh, Co Tyrone, BT79 0TH","Pre-School"
"St Oliver Plunkett's PS [Toomebridge]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-oliver-plunketts-ps-toomebridge","69 Main Street, Toomebridge, Co. Antrim, BT41 3NJ","Primary"
"St Oliver Plunkett's PS NU [Toomebridge]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-oliver-plunketts-ps-nu-toomebridge","69 Main Street, Toomebridge, Antrim, Co Antrim, BT41 3NJ","Pre-School"
"St Oliver's PS [Carrickrovaddy]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-olivers-ps-carrickrovaddy","2 Roxborough Road, Carrickrovaddy, Cullyhanna, Newry, Co. Down, BT35 0QJ","Primary"
"St Patrick's & St Brigid's College [Claudy]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-patricks-st-brigids-college-claudy","55 Main Street, Claudy, Londonderry, Co Londonderry, BT47 4HR","Post-Primary"
"St Patrick's & St Brigid's PS [Ballycastle]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-st-brigids-ps-ballycastle","19 Moyle Road, Ballycastle, Co. Antrim, BT54 6AN","Primary"
"St Patrick's & St Brigid's PS NU [Ballycastle]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-patricks-st-brigids-ps-nu-ballycastle","19 Moyle Road, Ballycastle, Co Antrim, BT54 6AN","Pre-School"
"St Patrick's & St Joseph's PS [Coleraine]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-st-josephs-ps-coleraine","5 Churchtown Road, Garvagh, Coleraine, Co. Londonderry, BT51 5BA","Primary"
"St Patrick's Academy [Dungannon]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-patricks-academy-dungannon","37 Killymeal Road, Dungannon, Co Tyrone, BT71 6DS","Post-Primary"
"St Patrick's Academy [Lisburn]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-patricks-academy-lisburn","Ballinderry Road, Lisburn, Co Antrim, BT28 1TD","Post-Primary"
"St Patrick's College [Ballymena]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-patricks-college-ballymena","Broughshane Road, Ballymena, Co Antrim, BT43 7DZ","Post-Primary"
"St Patrick's College [Banbridge]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-patricks-college-banbridge","38 Scarva Road, Banbridge, Co Down, BT32 3AS","Post-Primary"
"St Patrick's College [Dungannon]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-patricks-college-dungannon","41 Killymeal Road, Dungannon, Co Tyrone, BT71 6LJ","Post-Primary"
"St Patrick's College [Dungiven]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-patricks-college-dungiven","9 Curragh Road, Dungiven, Londonderry, Co Londonderry, BT47 4SE","Post-Primary"
"St Patrick's College [Maghera]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-patricks-college-maghera","25 Coleraine Road, Maghera , Co Londonderry, BT46 5BN","Post-Primary"
"St Patrick's Grammar School [Armagh]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-patricks-grammar-school-armagh","Cathedral Road, Armagh, Co Armagh, BT61 7QZ","Post-Primary"
"St Patrick's High School [Keady]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-patricks-high-school-keady","Middletown Road, Keady, Co Armagh, BT60 3TH","Post-Primary"
"St Patrick's PS [Aghacommon]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-aghacommon","14 Derrymacash Road, Aghacommon, Lurgan, Craigavon, Co. Armagh, BT66 6LG","Primary"
"St Patrick's PS [Annaghmore]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-annaghmore","10 Annaghmore Road, Coalisland, Dungannon, Co. Tyrone, BT71 4QZ","Primary"
"St Patrick's PS [Armagh]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-armagh","Loughgall Road, Armagh, Co. Armagh, BT61 7NN","Primary"
"St Patrick's PS [Aughadarragh]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-aughadarragh","32 Aghindarragh Road, Augher, Co. Tyrone, BT77 0ET","Primary"
"St Patrick's PS [Ballygalget]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-ballygalget","10 Ballygalget Road, Portaferry, Newtownards, Co. Down, BT22 1NE","Primary"
"St Patrick's PS [Ballymaghery]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-ballymaghery","13 Castlewellan Road, Ballymaghery, Hilltown, Newry, Co. Down, BT34 5UY","Primary"
"St Patrick's PS [Ballynahinch]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-ballynahinch","38A Main Street, Ballynahinch, Co. Down, BT24 8DN","Primary"
"St Patrick's PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-belfast","18 Churchill Street, Antrim Road, Belfast, Co. Antrim, BT15 2BP","Primary"
"St Patrick's PS [Castlederg]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-castlederg","73 Castlefin Road, Castlederg, Co. Tyrone, BT81 7EE","Primary"
"St Patrick's PS [Castlewellan]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-castlewellan","30 Burrenreagh Road, Castlewellan, Co. Down, BT31 9HH","Primary"
"St Patrick's PS [Crossmaglen]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-crossmaglen","54 Carran Road, Crossmaglen, Newry, Co. Armagh, BT35 9JL","Primary"
"St Patrick's PS [Cullyhanna]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-cullyhanna","11 Tullynavall Road, Cullyhanna, Newry, Co. Armagh, BT35 0PZ","Primary"
"St Patrick's PS [Derrygonnelly]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-derrygonnelly","47 Creamery Road, Derrygonnelly, Enniskillen, Co. Fermanagh, BT93 6FZ","Primary"
"St Patrick's PS [Derrynaseer]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-derrynaseer","3 Aghalee Road, Derrynaseer, Aghagallon, Craigavon, Co. Armagh, BT67 0AR","Primary"
"St Patrick's PS [Donaghmore]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-donaghmore","16 Pomeroy Road, Donaghmore, Dungannon, Co. Tyrone, BT70 3HG","Primary"
"St Patrick's PS [Drumgreenagh]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-drumgreenagh","40 Longstone Hill, Drumgreenagh, Rathfriland, Newry, Co. Down, BT34 5BT","Primary"
"St Patrick's PS [Dungannon]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-dungannon","11 Killyman Road, Dungannon, Co. Tyrone, BT71 6DE","Primary"
"St Patrick's PS [Eskra]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-eskra","171 Newtownsaville Road, Eskra, Omagh, Co. Tyrone, BT78 2RJ","Primary"
"St Patrick's PS [Glen]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-glen","161 Glen Road, Maghera, Co. Londonderry, BT46 5JN","Primary"
"St Patrick's PS [Glenariff]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-glenariff","244 Garron Road, Glenariff, Ballymena, Co. Antrim, BT44 0RB","Primary"
"St Patrick's PS [Gortin]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-gortin","90 Main Street, Gortin, Omagh, Co. Tyrone, BT79 8PU","Primary"
"St Patrick's PS [Holywood]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-holywood","Church View, Holywood, Co. Down, BT18 9LN","Primary"
"St Patrick's PS [Legamaddy]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-legamaddy","167 Ballynoe Road, Legamaddy, Downpatrick, Co. Down, BT30 8AR","Primary"
"St Patrick's PS [Loughgiel]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-loughgiel","73 Shelton Road, Loughgiel, Ballymena, Co. Antrim, BT44 9JR","Primary"
"St Patrick's PS [Loup]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-loup","119 Ruskey Road, Loup, Moneymore, Magherafelt, Co. Londonderry, BT45 7TS","Primary"
"St Patrick's PS [Magheralin]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-magheralin","12 Ballymacbredan Road, Magheralin, Craigavon, Co. Down, BT67 0QU","Primary"
"St Patrick's PS [Mayobridge]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-mayobridge","9 Chapel Hill, Mayobridge, Newry, Co. Down, BT34 2EX","Primary"
"St Patrick's PS [Moneymore]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-moneymore","9 Springhill Road, Moneymore, Magherafelt, Co. Londonderry, BT45 7NG","Primary"
"St Patrick's PS [Mullanaskea]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-mullanaskea","22 Feddan Road, Mullanaskea, Garvary, Enniskillen, Co. Fermanagh, BT74 4FD","Primary"
"St Patrick's PS [Mullinahoe]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-mullinahoe","75 Mullanahoe Road, Ardboe, Dungannon, Co. Tyrone, BT71 5AU","Primary"
"St Patrick's PS [Newry]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-newry","Ballinlare Gardens, Newry, Co. Down, BT35 6EX","Primary"
"St Patrick's PS [Newtownstewart]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-newtownstewart","59 Dublin Street, Newtownstewart, Omagh, Co. Tyrone, BT78 4AQ","Primary"
"St Patrick's PS [Pennyburn]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-pennyburn","22 Racecourse Road, Pennyburn , Londonderry, Co. Londonderry, BT48 7RD","Primary"
"St Patrick's PS [Portrush]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-portrush","109B Causeway Street, Portrush, Co. Antrim, BT56 8JE","Primary"
"St Patrick's PS [Rasharkin]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-rasharkin","8 Gortahar Road, Rasharkin, Ballymena, Co. Antrim, BT44 8SB","Primary"
"St Patrick's PS [Saul]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-patricks-ps-saul","16 St Patrick's Road, Saul, Downpatrick, Co. Down, BT30 7JG","Primary"
"St Patrick's PS NU [Aghacommon]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-patricks-ps-nu-aghacommon","14 Derrymacash Road, Lurgan, Craigavon, Co. Armagh, BT66 6LG","Pre-School"
"St Patrick's PS NU [Castlederg]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-patricks-ps-nu-castlederg","73 Castlefin Road, Castlederg, Co. Tyrone, BT81 7EE","Pre-School"
"St Patrick's PS NU [Crossmaglen]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-patricks-ps-nu-crossmaglen","54 Carron Road, Crossmaglen, Newry, Co. Down, BT35 9JL","Pre-School"
"St Patrick's PS NU [Cullyhanna]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-patricks-ps-nu-cullyhanna","11 Tullynavall Road, Cullyhanna, Newry, Co. Down, BT35 0PZ","Pre-School"
"St Patrick's PS NU [Dungannon]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-patricks-ps-nu-dungannon","Killyman Road, Dungannon, Co. Tyrone, BT71 6DE","Pre-School"
"St Patrick's PS NU [Loughguile]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-patricks-ps-nu-loughguile","73 Shelton Road, Loughguile, Ballymena, Co. Antrim, BT44 9JR","Pre-School"
"St Patrick's PS NU [Mayobridge]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-patricks-ps-nu-mayobridge","9 Chapel Hill,  Mayobridge, Newry, Co. Down, BT34 2EX","Pre-School"
"St Patrick's PS NU [Newry]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-patricks-ps-nu-newry","Ballinlare Gardens, Newry, Co. Down, BT35 6EX","Pre-School"
"St Patrick's PS NU [Rasharkin]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-patricks-ps-nu-rasharkin","8 Gortahar Road, Rasharkin, Ballymena, Co. Antrim, BT44 8SB","Pre-School"
"St Paul's High School [Bessbrook]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-pauls-high-school-bessbrook","108 Camlough Road, Bessbrook, Newry, Co. Down, BT35 7EE","Post-Primary"
"St Paul's PS [Ahoghill]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-pauls-ps-ahoghill","32 Ballynafie Road, Ahoghill, Ballymena, Co. Antrim, BT42 1LF","Primary"
"St Paul's PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-pauls-ps-belfast","34-36 Mica Drive, Belfast, Co. Antrim, BT12 7NN","Primary"
"St Paul's PS [Cabra]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-pauls-ps-cabra","35 Ballykeel Road, Cabra, Newry, Co. Down, BT34 5RH","Primary"
"St Paul's PS [Irvinestown]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-pauls-ps-irvinestown","7 Lisnarick Road, Irvinestown, Enniskillen, Co. Fermanagh, BT94 1EY","Primary"
"St Paul's PS [Slievemore]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-pauls-ps-slievemore","1 Moss Road, Galliagh, Londonderry, Co. Londonderry, BT48 8QZ","Primary"
"St Paul's PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-pauls-ps-nu-belfast","Amcomri Street, Belfast, Co. Antrim, BT12 7NE","Pre-School"
"St Paul's PS NU [Slievemore]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-pauls-ps-nu-slievemore","1 Moss Road, Galliagh, Derry, Co Londonderry, BT48 8QZ","Pre-School"
"St Peter's & St Paul's PS [Dungiven]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-peters-st-pauls-ps-dungiven","296 Foreglen Road, Dungiven, Co. Londonderry, BT47 4PJ","Primary"
"St Peter's PG [Collegelands]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-peters-pg-collegelands","90 Collegelands Road, Charlemont, Moy, Dungannon, Co Tyrone, BT71 6SW","Pre-School"
"St Peter's PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-peters-ps-belfast","Ross Road, Belfast, Co. Antrim, BT12 4JD","Primary"
"St Peter's PS [Cloughreagh]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-peters-ps-cloughreagh","66 Derrymore Road, Cloughreagh, Bessbrook, Newry, Co. Down, BT35 7DN","Primary"
"St Peter's PS [Collegelands]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-peters-ps-collegelands","90 Collegelands Road, Charlemont, Dungannon, Co. Armagh, BT71 6SW","Primary"
"St Peter's PS [Moortown]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-peters-ps-moortown","24 Ardboe Road, Moortown, Coagh, Cookstown, Co. Tyrone, BT80 0HT","Primary"
"St Peter's PS [Plumbridge]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-peters-ps-plumbridge","415 Lisnaragh Road, Plumbridge, Omagh, Co. Tyrone, BT79 8AF","Primary"
"St Peter's PS NU [Bessbrook]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-peters-ps-nu-bessbrook","66 Derrymore Road, Bessbrook, Newry, Co Down, BT35 7DN","Pre-School"
"St Peter's PS NU [Moortown]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-peters-ps-nu-moortown","Moortown, 24 Ardboe Road, Cookstown, Co Tyrone, BT80 0HT","Pre-School"
"St Peter’s Nursery School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-peters-nursery-school-belfast","Servia Street, Belfast, Co. Antrim, BT12 4EJ","Pre-School"
"St Pius X College [Magherafelt]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-pius-x-college-magherafelt","59 Moneymore Road, Magherafelt, Co Londonderry, BT45 6HQ","Post-Primary"
"St Ronan's College [Lurgan]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-ronans-college-lurgan","Francis Street, Lurgan, Craigavon, Co Armagh, BT66 6DL","Post-Primary"
"St Ronan's PS [Lisnaskea]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-ronans-ps-lisnaskea","34 Nutfield Road, Derryree, Lisnaskea, Co. Fermanagh, BT92 0LA","Primary"
"St Ronan's PS [Newry]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-ronans-ps-newry","Ashgrove Avenue, Newry, Co. Down, BT34 1PR","Primary"
"St Ronan's PS [Recarson]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-ronans-ps-recarson","68 Arvalee Road, Recarson, Omagh, Co. Tyrone, BT79 0NE","Primary"
"St Ronan's PS NU [Lisnaskea]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-ronans-ps-nu-lisnaskea","36 Nutfield Road, Derryree, Lisnaskea, Co Fermanagh, BT92 0LA","Pre-School"
"St Scire's PS [Trillick]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-scires-ps-trillick","2 Effernan Road, Trillick, Omagh, Co. Tyrone, BT78 3RB","Primary"
"St Teresa's PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-teresas-ps-belfast","Glen Road, Belfast, Co. Antrim, BT11 8BL","Primary"
"St Teresa's PS [Loughmacrory]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-teresas-ps-loughmacrory","166 Loughmacrory Road, Loughmacrory, Omagh, Co. Tyrone, BT79 9LG","Primary"
"St Teresa's PS [Lurgan]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-teresas-ps-lurgan","36 Tarry Lane, Lurgan, Craigavon, Co. Armagh, BT67 9LQ","Primary"
"St Teresa's PS [Tullyherron]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-teresas-ps-tullyherron","60 Tullyherron Road, Mountnorris, Co. Armagh, BT60 2UF","Primary"
"St Teresa’s Nursery School [Belfast Bernagh Glen]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-teresas-nursery-school-belfast-bernagh-glen","24 Bearnagh Glen, Belfast, Co. Antrim, BT11 8HR","Pre-School"
"St Theresa's PS [Glebe]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-theresas-ps-glebe","33 Garvan Road, Glebe, Sion Mills, Strabane, Co. Tyrone, BT82 9NZ","Primary"
"St Therese Nursery School [Poleglass]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-therese-nursery-school-poleglass","Ardcaoin Avenue, Brainswell Road, Poleglass, Belfast, Co. Antrim, BT17 0UN","Pre-School"
"St Therese of Lisieux PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-therese-of-lisieux-ps-belfast","472 Antrim Road, Belfast, Co. Antrim, BT15 5GF","Primary"
"St Therese PS [Lenamore]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-therese-ps-lenamore","1 Heather Road, Lenamore, Galliagh, Derry, Co. Londonderry, BT48 8NX","Primary"
"St Tierney's PS [Roslea]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-tierneys-ps-roslea","8 Eshadarragh Road, Roslea, Enniskillen, Co. Fermanagh, BT92 7JS","Primary"
"St Trea's PS [Magherafelt]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-treas-ps-magherafelt","225 Shore Road, Ballyronan, Magherafelt, Co. Londonderry, BT45 6LL","Primary"
